tag_id,stap_s,stap_t,lat_s,lon_s,lat_t,lon_t,s,t,j,start,end,n,distance,bearing,gs_u,gs_v,ws_u,ws_v
5CF,1,2,62.28616,88.97598,60.1,91.69999999999999,984,38725,1,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,284.20808687266333,147.7793960686788,31.073317897428776,-48.31271298677192,-9.827546582940675,-1.2453362399414056
5CF,1,2,62.28616,88.97598,60.3,92.69999999999999,984,39949,2,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,297.96921798295705,136.30426189092475,41.90205578463375,-43.30458788109766,-7.307534997784428,-0.20015812470703107
5CF,1,2,62.28616,88.97598,60.5,92.9,984,40193,3,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,289.02388286990345,131.77250430846243,43.83281578675822,-38.72721802902292,-6.206574255596925,-0.38877327509765547
5CF,1,2,62.28616,88.97598,62.1,91.1,984,37980,4,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,112.51385018713322,99.68490550675631,22.9151115165772,-4.063450952517707,-11.283439836456296,1.230084691699218
5CF,1,2,62.28616,88.97598,61.5,90.9,984,37738,5,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,133.82236297498585,130.0413617968279,21.244160685592977,-17.483600725559974,-11.22668085247192,1.8541801995117153
5CF,1,2,62.28616,88.97598,60.5,94.9,984,42643,6,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,373.72763062889504,119.53451995891021,65.69771878092315,-37.043305824917354,-5.315878175518803,-2.926141730566404
5CF,1,2,62.28616,88.97598,60.3,92.5,984,39704,7,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,290.90624096697553,137.96091973457982,39.698981259078536,-43.42993599799774,-7.304417363800054,-0.23756950634765606
5CF,1,2,62.28616,88.97598,60.9,90.30000000000001,984,37006,8,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,169.7080409154706,154.94604155495904,15.15915098180081,-31.006172113339886,-11.26657676965942,1.7126197151367175
5CF,1,2,62.28616,88.97598,60.1,90.69999999999999,984,37500,9,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,260.6328708537183,158.40553078145354,19.979289175068462,-48.704554045177005,-10.106682915362546,0.28981642763671817
5CF,1,2,62.28616,88.97598,60.5,90.9,984,37743,10,2021-09-07T14:30:00Z,2021-09-07T19:30:00Z,1,224.00507797934904,151.8336077962564,21.926709299408,-39.73801130229901,-10.958856747784422,0.32423967451171726
5CF,2,3,60.1,91.69999999999999,60.9,92.1,38725,73511,1,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,91.80670722896085,13.679597225935538,5.4140032878209325,22.280325064869,-9.94666045793914,16.104663193069452
5CF,2,3,60.3,92.69999999999999,60.5,92.5,39949,74003,2,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,24.86197198063665,333.7628249757914,-2.740818356238292,5.5701325137781135,-10.337309153495784,14.910848814163204
5CF,2,3,60.5,92.9,60.1,90.9,40193,72045,3,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,119.22452120375029,248.92129817367294,-27.741674594510858,-10.711049263620096,-9.743181727958675,12.113678606155393
5CF,2,3,62.1,91.1,60.699999999999996,91.1,37980,72287,4,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,156.0099939121768,180,-7.157170549341536e-15,-38.9618217776458,-10.290861724540704,19.31458001387023
5CF,2,3,61.5,90.9,60.1,91.30000000000001,37738,72535,5,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,157.5082068533418,171.87737338093575,5.549658003349638,-38.94487258819483,-10.97096524089813,14.42301098823547
5CF,2,3,60.5,94.9,59.3,94.1,42643,75969,6,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,140.98847131909602,198.86273502959327,-11.367230078096433,-33.327049050343476,-10.678775648612971,7.629094757522576
5CF,2,3,60.3,92.5,60.1,95.30000000000001,39704,77435,7,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,156.87422973502174,96.94898893165464,38.83241724329277,-4.742152283291578,-8.859788419853206,11.59147199189758
5CF,2,3,60.9,90.30000000000001,60.3,90.9,37006,72044,8,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,74.49721954627195,153.55493073383832,8.273167437677433,-16.66014656979102,-13.008318894706719,19.676014886184678
5CF,2,3,60.1,90.69999999999999,60.1,91.5,37500,72780,9,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,44.50494104383194,89.6532398982082,11.098009268360013,0.06716714244371237,-14.863064980644221,20.08211287471007
5CF,2,3,60.5,90.9,60.5,90.30000000000001,37743,71308,10,2021-09-08T13:30:00Z,2021-09-08T17:30:00Z,1,32.973402446170574,270.2611072883176,-8.222337153259863,0.03747094516565388,-13.188216871513362,23.170011272415152
5CF,3,4,60.9,92.1,59.699999999999996,91.9,73511,107572,1,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,134.15722355222533,184.815301482471,-2.246711133628082,-26.71326482107385,8.573026635330205,30.437590776089486
5CF,3,4,60.5,92.5,58.9,92.9,74003,108801,2,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,179.6676786545738,172.62598549246934,4.600588226847659,-35.608333497182755,11.699091587673957,25.076621025308242
5CF,3,4,60.1,90.9,59.5,93.9,72045,110023,3,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,181.17012602948057,110.34811883401062,33.88839610233892,-12.590599854821972,10.247562034939579,27.130506972964486
5CF,3,4,60.699999999999996,91.1,60.5,93.5,72287,109528,4,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,133.35478439432498,98.57218735280725,26.306056418691472,-3.972554172168711,7.642377231814578,29.467978071011366
5CF,3,4,60.1,91.30000000000001,60.3,92.69999999999999,72535,108549,5,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,80.78033335282102,73.3810951306524,15.44205204630989,4.616446164261284,7.729076435330205,28.862002784683245
5CF,3,4,59.3,94.1,59.9,93.30000000000001,75969,109286,6,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,80.67743434073563,326.2906422131244,-8.932414516202277,13.412071305467412,17.264769553298954,20.773785675698857
5CF,3,4,60.1,95.30000000000001,59.699999999999996,92.5,77435,108307,7,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,162.91024229893472,255.34006569705082,-31.442589684756115,-8.240292268309622,10.090211853298959,18.96361857062073
5CF,3,4,60.3,90.9,59.699999999999996,93.30000000000001,72044,109287,8,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,149.66472672173595,115.48375591471898,26.95318369639691,-12.868895810308373,8.945770985720833,28.863127905776988
5CF,3,4,60.1,91.5,59.699999999999996,94.69999999999999,72780,111002,9,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,184.53928164894464,102.58501148844118,35.931109940931,-8.03666543322931,10.40792042009583,21.78485878858949
5CF,3,4,60.5,90.30000000000001,60.699999999999996,92.69999999999999,71308,108547,10,2021-09-09T14:30:00Z,2021-09-09T19:30:00Z,1,133.35478439432342,79.33682251940627,26.143595532507618,4.92972652251821,2.7693029189239526,35.00832482726136
5CF,4,5,59.699999999999996,91.9,56.699999999999996,94.5,107572,145072,1,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,367.39105490549827,154.30214994344715,17.659693042902614,-36.76401690465006,15.724391539850874,18.271568157272338
5CF,4,5,58.9,92.9,57.3,92.30000000000001,108801,142374,2,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,181.68327874232347,191.48448728347313,-4.009753460657875,-19.772255140357576,18.269859705540977,19.454618488218514
5CF,4,5,59.5,93.9,56.699999999999996,98.1,110023,149482,3,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,398.0820968463501,139.7464018652501,28.514165172130014,-33.740485685582584,16.538364287680736,12.5600237051239
5CF,4,5,60.5,93.5,58.1,98.1,109528,149475,4,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,374.22750286334707,133.5753539357549,30.051255108102612,-28.64299302371017,17.299556122858682,14.512663113110008
5CF,4,5,60.3,92.69999999999999,59.3,96.9,108549,147999,5,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,260.7074583674863,113.46650424644997,26.5058445867346,-11.527389173732569,16.820236951417716,17.617717218470254
5CF,4,5,59.9,93.30000000000001,58.5,99.5,109286,151188,6,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,386.8934459099277,111.07494343482108,40.01499848446018,-15.450318877531524,16.454236975831773,10.944071275544909
5CF,4,5,59.699999999999996,92.5,57.1,97.1,108307,148255,7,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,395.0626112819255,135.1375798826789,30.891297415266223,-31.097200104206163,14.495646957711115,17.818117510028415
5CF,4,5,59.699999999999996,93.30000000000001,57.1,99.30000000000001,109287,150950,8,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,454.62165629427926,126.95400363173451,40.270943405594785,-30.352868802172395,16.19675464000278,11.21876784542338
5CF,4,5,59.699999999999996,94.69999999999999,57.1,99.5,111002,151195,9,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,403.0968254928718,133.83347217558253,32.232162301464875,-31.00289069246721,16.571485765762333,9.092461493426855
5CF,4,5,60.699999999999996,92.69999999999999,57.3,98.9,108547,150459,10,2021-09-10T13:30:00Z,2021-09-10T22:30:00Z,1,519.6065100999867,134.0540811489093,41.39410881033351,-40.12071193911121,18.347106898466325,15.054420720748906
5CF,5,6,56.699999999999996,94.5,57.1,98.30000000000001,145072,184025,1,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,235.7657920175935,77.52326409909267,57.413519796091556,12.726263461555666,0.5796803295173678,22.12216555820848
5CF,5,6,57.3,92.30000000000001,58.699999999999996,96.30000000000001,142374,181567,2,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,283.2319415897639,54.920832881478646,57.804562641933224,40.66936133731792,8.971384102954861,28.621238179790513
5CF,5,6,56.699999999999996,98.1,57.1,98.9,149482,184760,3,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,66.03309381366924,47.24612783061423,12.093003111802282,11.202621202708311,-4.790828751049041,27.213931689067852
5CF,5,6,58.1,98.1,56.9,98.9,149475,184761,4,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,141.98636161096212,159.9191133452664,12.158966305831315,-33.32409377194932,-1.889754345043184,24.897260565288555
5CF,5,6,59.3,96.9,58.699999999999996,96.9,147999,182302,5,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,66.83707309403162,180,-3.067358806860658e-15,-16.69792361899106,-3.7510340984611497,30.51044810996629
5CF,5,6,58.5,99.5,58.1,98.1,151188,183775,6,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,93.400612360951,242.10728614165308,-20.58760436775612,-10.917783909113883,0.27927645573806786,22.573650587261213
5CF,5,6,57.1,97.1,58.5,97.9,148255,183528,7,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,163.0156429824335,16.628219854407064,11.633741760548354,39.03037517619876,-2.3302401519279483,24.9626436683159
5CF,5,6,57.1,99.30000000000001,57.3,98.69999999999999,150950,184514,8,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,42.56035145235418,301.8069624365841,-9.020793433052251,5.60566232097155,-1.5128312456779485,24.25073397007371
5CF,5,6,57.1,99.5,57.5,97.5,151195,183043,9,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,128.5249337488484,291.1178173287779,-29.901901486859277,11.570839716747093,-1.4137246170158415,23.6225316526909
5CF,5,6,57.3,98.9,57.1,98.9,150459,184760,10,2021-09-11T13:30:00Z,2021-09-11T17:30:00Z,1,22.272690432993517,180,-1.0224529356201868e-15,-5.565974539663509,-0.7906037764396676,24.50521313608934
5CF,6,7,57.1,98.30000000000001,54.699999999999996,101.9,184025,222747,1,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,349.35514834277166,138.3755463687936,38.58995203312977,-43.51875635773705,14.591817009948729,-4.351644845184321
5CF,6,7,58.699999999999996,96.30000000000001,56.1,103.9,181567,225190,2,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,540.4486920705806,119.12013998682488,78.50782892688473,-43.823873699569155,24.38184629689534,1.5890411702779177
5CF,6,7,57.1,98.9,55.3,101.69999999999999,184760,222499,3,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,265.2372718098048,137.8993240800898,29.570289554369694,-32.79317988221645,19.562749838073728,-6.105111270477289
5CF,6,7,56.9,98.9,57.3,100.9,184761,221509,4,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,129.13765287837447,68.98514563733272,20.04371864991533,7.71483197852014,25.610043312683104,1.8534029790344244
5CF,6,7,58.699999999999996,96.9,56.9,102.1,182302,222981,5,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,368.350254450913,120.73772772484574,52.64307290375417,-31.36626377736504,27.693581835144037,5.976269584340415
5CF,6,7,58.1,98.1,56.3,103.1,183775,224209,6,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,362.5209352876682,121.43455755824118,51.433119650322496,-31.50180924093965,23.90910830503337,-0.8289899534199995
5CF,6,7,58.5,97.9,57.5,103.1,183528,224203,7,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,326.93742371264324,107.69285856119188,51.78844004652098,-16.555244515796947,26.767711837422684,5.529291486684166
5CF,6,7,57.3,98.69999999999999,55.9,102.9,184514,223966,8,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,301.3422598690731,119.37892695369254,43.66410324554522,-24.63425912692467,21.82316279836019,-5.551055889617914
5CF,6,7,57.5,97.5,55.699999999999996,101.69999999999999,183043,222497,9,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,326.590404798174,126.0783702446746,43.891804582847826,-32.047516546054666,24.366380979675288,-1.1245155370788544
5CF,6,7,57.1,98.9,55.1,101.1,184760,221765,10,2021-09-13T12:30:00Z,2021-09-13T18:30:00Z,1,261.37641858263004,147.49897333703694,23.354149758278986,-36.7328267810239,19.728647506205245,-5.698107431121821
5CF,7,8,54.699999999999996,101.9,51.1,106.69999999999999,222747,262945,1,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,514.3698888448633,139.18612329723663,37.279163527916,-43.27153051828286,10.471154733822294,-2.0126707017432324
5CF,7,8,56.1,103.9,53.1,106.5,225190,262690,2,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,373.77717790236386,152.22283947242374,19.313309582363964,-36.74698620542384,12.360677264204238,-1.0178215655670158
5CF,7,8,55.3,101.69999999999999,53.1,106.69999999999999,222499,262935,3,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,407.8084826739424,124.83920152893415,37.11058428994006,-25.891132966419953,13.83656311913045,-2.431540821643404
5CF,7,8,57.3,100.9,51.9,107.30000000000001,221509,263676,4,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,728.9831589592998,142.81818253018378,48.84951318919072,-64.53982121172602,19.096906121843126,1.521862879311457
5CF,7,8,56.9,102.1,53.5,107.69999999999999,222981,264158,5,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,519.6967314065288,134.38113626608765,41.1805612761446,-40.388573052841686,15.116812081804063,1.3428627738427057
5CF,7,8,56.3,103.1,54.1,105.69999999999999,224209,261705,6,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,295.5791156632184,144.86897889434482,18.857395254636163,-26.858448832735842,12.921440761166043,3.6745128591291634
5CF,7,8,57.5,103.1,51.9,104.30000000000001,224203,260001,7,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,628.1348451296923,172.4322441340305,9.172565817244294,-69.18612868519844,14.277710417090525,3.7856315696326384
5CF,7,8,55.9,102.9,51.3,109.9,223966,266864,8,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,689.8858306923731,134.98594920540518,54.10533729487733,-54.206071835824396,15.505562005740693,-6.1154335322553814
5CF,7,8,55.699999999999996,101.69999999999999,52.9,106.5,222497,262691,9,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,441.1592660127429,132.9546274672424,35.799297201786395,-33.40700040623627,14.879870191287567,-2.3079516819949655
5CF,7,8,55.1,101.1,51.5,108.5,221765,265148,10,2021-09-14T12:30:00Z,2021-09-14T21:30:00Z,1,634.9795361188793,126.06629662504736,56.91383406683162,-41.55338945014327,13.587658788292773,-5.3724017268083335
5CF,8,9,51.1,106.69999999999999,47.9,110.69999999999999,262945,302161,1,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,458.7892778636522,139.31375601380375,33.17122520338414,-38.69231982292293,24.574712933641216,-2.9992553755459253
5CF,8,9,53.1,106.5,49.1,109.69999999999999,262690,300930,2,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,498.14226636174607,152.0087695104537,25.927699176947392,-48.906299540285055,30.147994947855622,-4.223509105580649
5CF,8,9,53.1,106.69999999999999,48.1,110.1,262935,301425,3,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,605.8841065272479,155.26999383544353,28.1108530963728,-61.19155588753383,29.653357093037922,-4.326502107750787
5CF,8,9,51.9,107.30000000000001,48.3,110.1,263676,301424,4,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,447.66419974134936,152.33885556296457,23.048502847793117,-44.091802799468034,26.159640099331323,-3.840459773549396
5CF,8,9,53.5,107.69999999999999,48.699999999999996,109.5,264158,300687,5,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,548.6350621796623,166.00935685847855,14.709943887367029,-59.188478284832236,31.80568989555529,-3.842809666561551
5CF,8,9,54.1,105.69999999999999,49.1,109.9,261705,301175,6,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,627.5513471771644,150.71962424252462,34.03763015305476,-60.85444698863767,30.29108702153184,-4.526254248701306
5CF,8,9,51.9,104.30000000000001,48.1,109.5,260001,300690,7,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,563.3105353347474,136.56803364968124,42.95043435665224,-45.493366069193456,22.90722307600233,-1.917084806969537
5CF,8,9,51.3,109.9,48.1,110.30000000000001,266864,301670,8,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,357.0806417063119,175.2115965858926,3.305826297745684,-39.57139192057713,27.080611088263616,-5.024183591691757
5CF,8,9,52.9,106.5,47.9,109.5,262691,300691,9,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,595.5447743759655,157.85086675865,24.902015334654457,-61.335519321474756,28.871631852478032,-4.764894351023356
5CF,8,9,51.5,108.5,47.5,109.9,265148,301183,10,2021-09-15T11:30:00Z,2021-09-15T20:30:00Z,1,456.2657332545518,166.6230060211626,11.70760071266698,-49.36545594463873,26.77209920501709,-4.936033625654432
5CF,9,10,47.9,110.69999999999999,48.3,110.9,302161,336704,1,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,46.905093016906086,18.44234636152379,7.405362257141055,22.273508219061057,18.772989708656322,10.551842800086979
5CF,9,10,49.1,109.69999999999999,48.5,110.69999999999999,300930,336458,2,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,99.24068328810075,131.87003894559786,36.880877161334574,-33.15330796774845,3.7527375924453725,-5.161045878623962
5CF,9,10,48.1,110.1,48.3,111.5,301425,337439,3,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,106.41896794843566,77.41667615805795,51.83441161965422,11.603819892146626,16.77470190543367,9.534906176063537
5CF,9,10,48.3,110.1,47.699999999999996,110.5,301424,336217,4,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,73.08744179397668,155.7458632048507,14.984088702159346,-33.35691612147436,12.622924060707101,6.828418401649477
5CF,9,10,48.699999999999996,109.5,48.3,110.69999999999999,300687,336459,5,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,99.20987141944495,116.18666924812135,44.43040136132398,-21.915056300530697,7.326794958656312,-0.6105051227645858
5CF,9,10,49.1,109.9,48.3,111.1,301175,336949,6,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,125.36447435853782,134.75181736810123,44.43147280527351,-44.17751390077287,5.266438916175841,-1.5793985026473976
5CF,9,10,48.1,109.5,48.1,110.5,300690,336215,7,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,74.48049787737256,89.62784000079108,37.17034449800811,0.24144028711424254,10.996194450843817,8.755745096961979
5CF,9,10,48.1,110.30000000000001,47.9,111.1,301670,336951,8,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,63.70719164226945,110.13254257250992,29.85214486291334,-10.97698855726203,19.11864848160554,11.17052102371979
5CF,9,10,47.9,109.5,47.699999999999996,110.69999999999999,300691,336462,9,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,92.60446301333857,103.44917390240272,44.949933915219056,-10.783044655057308,14.526962747230542,8.340180509071356
5CF,9,10,47.5,109.9,47.3,110.1,301183,335729,10,2021-09-16T15:30:00Z,2021-09-16T17:30:00Z,1,26.87666268272342,145.75117832797304,7.549245936603643,-11.122245119843033,25.05063832486727,14.200460616493231
5CF,10,11,48.3,110.9,48.9,113.1,336704,373696,1,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,175.4366789748841,66.8253434642445,53.65792397481358,23.0355405943246,-6.67104186443074,25.752657664728805
5CF,10,11,48.5,110.69999999999999,48.1,111.5,336458,371740,2,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,74.1690760712641,126.54815493796434,19.8245432690551,-14.739153970222853,-7.053715761566161,15.16290250001526
5CF,10,11,48.3,111.5,48.1,111.5,337439,371740,3,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,22.23884231510882,180,-1.3632705808269158e-15,-7.4212993862180126,-3.8499922348734508,23.478002599624634
5CF,10,11,47.699999999999996,110.5,47.3,109.9,336217,369784,4,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,63.413931241439045,225.69038731978702,-15.098450465698484,-14.784250294551223,-4.052294004404701,-0.23343417706807346
5CF,10,11,48.3,110.69999999999999,47.9,110.9,336459,371006,5,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,46.905093016906086,161.40879035287594,4.975471474388499,-14.836128525566663,-5.6350794178161605,10.230002819025676
5CF,10,11,48.3,111.1,47.9,110.9,336949,371006,6,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,46.90509301690396,198.59120964712116,-4.975471474387566,-14.836128525566659,-2.8402027954203266,16.373015589859012
5CF,10,11,48.1,110.5,47.5,110.69999999999999,336215,370763,7,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,68.37355186208605,167.26795274216624,5.013843242972256,-22.2574052249863,-4.447810282399493,7.742024354832969
5CF,10,11,47.9,111.1,49.5,112.30000000000001,336951,372713,8,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,198.63963448547693,25.953046046632664,28.92105563904867,59.59700875820168,-8.124529861826575,19.45081668556214
5CF,10,11,47.699999999999996,110.69999999999999,47.1,109.5,336462,369295,9,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,112.4934350519148,234.07434685940495,-30.310353420563782,-22.029869517838545,-3.7082141730244937,-2.4064976568857817
5CF,10,11,47.3,110.1,48.3,111.1,335729,371249,10,2021-09-20T11:30:00Z,2021-09-20T14:30:00Z,1,134.06598076428588,33.601220724950224,24.68493352060247,37.2656637560694,-4.127414064300535,6.513869387385052
5CF,11,12,48.9,113.1,42.1,112.5,373696,407295,1,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,757.2089334049418,183.76702956314094,-4.515808430674391,-68.79848275745412,14.359542229425603,-12.067588925804834
5CF,11,12,48.1,111.5,42.1,113.9,371740,409010,2,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,692.9471379005874,163.3226691210673,18.051349101709906,-60.44710317525965,14.368771849276456,-14.840190121827558
5CF,11,12,48.1,111.5,42.3,114.9,371740,410234,3,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,697.5681736916408,156.26642971298406,25.485071672578677,-58.149807109458116,12.972046622536398,-12.814464985463925
5CF,11,12,47.3,109.9,42.699999999999996,109.9,369784,404107,4,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,511.2061993036916,180,-8.551424552460004e-15,-46.551787059005306,19.064879241854584,-2.3905849888375026
5CF,11,12,47.9,110.9,42.49999999999999,112.9,371006,407783,5,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,620.3049420367903,164.60975322586341,14.943007955804768,-54.45971660797399,15.670986662131574,-12.450376063588923
5CF,11,12,47.9,110.9,39.699999999999996,112.69999999999999,371006,407552,6,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,922.4590172959596,170.33345279080822,14.062163112425685,-82.82678847244061,18.751415239546336,-15.40883503269404
5CF,11,12,47.5,110.69999999999999,38.9,113.69999999999999,370763,408781,7,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,985.8440685494114,164.6381143026805,23.711196695869727,-86.59484677187949,19.279529085249465,-18.02700983223239
5CF,11,12,49.5,112.30000000000001,42.3,112.1,372713,406804,8,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,800.4248380727533,181.18371788833906,-1.5009521439268212,-72.86174603760037,14.80375330328924,-11.710927371650008
5CF,11,12,47.1,109.5,41.1,114.30000000000001,369295,409505,9,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,769.1750513132833,148.33816566297753,36.651073334243925,-59.63096958735951,17.007478158757987,-13.836539134789206
5CF,11,12,48.3,111.1,39.9,111.5,371249,406081,10,2021-09-21T11:30:00Z,2021-09-21T22:30:00Z,1,933.9055096670359,177.89337932588387,3.1166106865562333,-84.99984260269686,18.33858007530629,-10.55330924150085
5CF,12,13,42.1,112.5,39.3,111.69999999999999,407295,440629,1,2021-09-22T11:30:00Z,2021-09-22T18:30:00Z,1,318.1963738108341,192.5301825130177,-9.848754760226107,-44.48253004844924,21.671534129813057,-4.1969982468850295
5CF,12,13,42.1,113.9,40.3,113.5,409010,442829,2,2021-09-22T11:30:00Z,2021-09-22T18:30:00Z,1,202.69942077812576,189.65995487325438,-4.852201018767223,-28.61378821585601,18.912811695521764,-0.5638298810926168
5CF,12,13,42.3,114.9,39.49999999999999,112.69999999999999,410234,441853,3,2021-09-22T11:30:00Z,2021-09-22T18:30:00Z,1,361.9774698718667,211.52820489889717,-27.00405602745124,-44.185084709049264,17.528593126604356,1.214314983862742
5CF,12,13,42.699999999999996,109.9,39.3,112.69999999999999,404107,441854,4,2021-09-22T11:30:00Z,2021-09-22T18:30:00Z,1,444.9814068299114,147.1117123510994,34.471717235808484,-53.51038770244687,18.58373279694475,4.839039428059169
5CF,12,13,42.49999999999999,112.9,39.3,112.1,407783,441119,5,2021-09-22T11:30:00Z,2021-09-22T18:30:00Z,1,361.69810841034365,191.00436671790445,-9.84995396148642,-50.84339599888491,18.21625177546038,-4.21247079850333
5CF,12,13,39.699999999999996,112.69999999999999,38.699999999999996,111.5,407552,440387,6,2021-09-22T11:30:00Z,2021-09-22T18:30:00Z,1,151.88606171151298,223.41684277867265,-14.893540945306585,-15.803853637911056,6.641241690499441,3.179141252277921
5CF,12,13,38.9,113.69999999999999,40.3,112.1,408781,441114,7,2021-09-22T11:30:00Z,2021-09-22T18:30:00Z,1,207.4678126054846,319.0272424616179,-19.406586084824074,22.435784302553664,15.451502170828688,-1.7352811938716355
5CF,12,13,42.3,112.1,39.699999999999996,112.30000000000001,406804,441362,8,2021-09-22T11:30:00Z,2021-09-22T18:30:00Z,1,289.2298615231464,176.59881866432738,2.4479569659028386,-41.34441180113081,23.14067801764788,-4.705992707543509
