tag_id,stap_id,type,lat,lon,ind,j,interp,known
5D6,19,simulation,32.6875,107.0625,23867,5,,FALSE
5D6,19,simulation,33.4375,105.4375,20637,6,,FALSE
5D6,19,simulation,32.1875,106.9375,23623,7,,FALSE
5D6,19,simulation,32.0625,105.1875,20152,8,,FALSE
5D6,19,simulation,32.8125,106.0625,21882,9,,FALSE
5D6,19,simulation,31.6875,104.1875,18171,10,,FALSE
5D6,20,simulation,36.3125,102.8125,15406,1,,FALSE
5D6,20,simulation,36.5625,104.0625,17884,2,,FALSE
5D6,20,simulation,36.3125,103.8125,17390,3,,FALSE
5D6,20,simulation,35.8125,103.1875,16154,4,,FALSE
5D6,20,simulation,36.0625,103.1875,16152,5,,FALSE
5D6,20,simulation,36.4375,102.9375,15653,6,,FALSE
5D6,20,simulation,36.0625,103.9375,17640,7,,FALSE
5D6,20,simulation,36.6875,103.6875,17139,8,,FALSE
5D6,20,simulation,36.1875,102.9375,15655,9,,FALSE
5D6,20,simulation,35.9375,102.3125,14417,10,,FALSE
5D6,21,simulation,36.0625,102.1875,14168,1,,FALSE
5D6,21,simulation,37.3125,103.8125,17382,2,,FALSE
5D6,21,simulation,36.6875,102.9375,15651,3,,FALSE
5D6,21,simulation,36.5625,103.1875,16148,4,,FALSE
5D6,21,simulation,36.5625,102.4375,14660,5,,FALSE
5D6,21,simulation,36.8125,103.1875,16146,6,,FALSE
5D6,21,simulation,36.8125,103.1875,16146,7,,FALSE
5D6,21,simulation,36.5625,102.8125,15404,8,,FALSE
5D6,21,simulation,36.4375,103.1875,16149,9,,FALSE
5D6,21,simulation,36.1875,102.5625,14911,10,,FALSE
5D6,22,simulation,37.04525798,101.722533,13168,1,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,2,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,3,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,4,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,5,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,6,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,7,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,8,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,9,,TRUE
5D6,22,simulation,37.04525798,101.722533,13168,10,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,1,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,2,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,3,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,4,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,5,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,6,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,7,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,8,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,9,,TRUE
5D7,1,simulation,37.04525798,101.722533,13168,10,,TRUE
5D7,2,simulation,36.6875,101.1875,12179,1,,FALSE
5D7,2,simulation,36.6875,102.1875,14163,2,,FALSE
5D7,2,simulation,36.4375,102.0625,13917,3,,FALSE
5D7,2,simulation,36.0625,101.0625,11936,4,,FALSE
5D7,2,simulation,36.5625,101.9375,13668,5,,FALSE
5D7,2,simulation,36.0625,101.0625,11936,6,,FALSE
5D7,2,simulation,36.6875,102.0625,13915,7,,FALSE
5D7,2,simulation,36.6875,101.9375,13667,8,,FALSE
5D7,2,simulation,36.6875,102.0625,13915,9,,FALSE
5D7,2,simulation,36.6875,101.6875,13171,10,,FALSE
5D7,3,simulation,36.6875,101.5625,12923,1,,FALSE
5D7,3,simulation,36.5625,102.0625,13916,2,,FALSE
5D7,3,simulation,35.9375,102.1875,14169,3,,FALSE
5D7,3,simulation,36.5625,102.3125,14412,4,,FALSE
5D7,3,simulation,36.0625,101.9375,13672,5,,FALSE
5D7,3,simulation,35.9375,102.3125,14417,6,,FALSE
5D7,3,simulation,35.8125,103.0625,15906,7,,FALSE
5D7,3,simulation,36.0625,101.9375,13672,8,,FALSE
5D7,3,simulation,36.5625,101.6875,13172,9,,FALSE
5D7,3,simulation,35.8125,102.4375,14666,10,,FALSE
5D7,4,simulation,36.1875,105.5625,20863,1,,FALSE
5D7,4,simulation,35.5625,104.3125,18388,2,,FALSE
5D7,4,simulation,34.8125,104.4375,18642,3,,FALSE
5D7,4,simulation,35.0625,103.6875,17152,4,,FALSE
5D7,4,simulation,36.0625,105.4375,20616,5,,FALSE
5D7,4,simulation,35.1875,104.1875,18143,6,,FALSE
5D7,4,simulation,35.6875,104.1875,18139,7,,FALSE
5D7,4,simulation,36.4375,105.4375,20613,8,,FALSE
5D7,4,simulation,34.9375,104.3125,18393,9,,FALSE
5D7,4,simulation,34.6875,104.1875,18147,10,,FALSE
5D7,5,simulation,34.5625,105.9375,21620,1,,FALSE
5D7,5,simulation,35.4375,106.3125,22357,2,,FALSE
5D7,5,simulation,35.3125,105.4375,20622,3,,FALSE
5D7,5,simulation,33.8125,104.6875,19146,4,,FALSE
5D7,5,simulation,35.1875,105.9375,21615,5,,FALSE
5D7,5,simulation,34.8125,105.1875,20130,6,,FALSE
5D7,5,simulation,35.1875,105.1875,20127,7,,FALSE
5D7,5,simulation,35.3125,106.1875,22110,8,,FALSE
5D7,5,simulation,33.9375,104.8125,19393,9,,FALSE
5D7,5,simulation,35.1875,105.3125,20375,10,,FALSE
5D7,6,simulation,33.4375,106.9375,23613,1,,FALSE
5D7,6,simulation,34.3125,106.9375,23606,2,,FALSE
5D7,6,simulation,33.6875,106.1875,22123,3,,FALSE
5D7,6,simulation,33.6875,105.4375,20635,4,,FALSE
5D7,6,simulation,33.9375,106.1875,22121,5,,FALSE
5D7,6,simulation,33.9375,106.5625,22865,6,,FALSE
5D7,6,simulation,32.9375,105.6875,21137,7,,FALSE
5D7,6,simulation,33.6875,107.3125,24355,8,,FALSE
5D7,6,simulation,33.8125,106.0625,21874,9,,FALSE
5D7,6,simulation,34.3125,106.5625,22862,10,,FALSE
5D7,7,simulation,29.4375,107.9375,25629,1,,FALSE
5D7,7,simulation,31.5625,109.6875,29084,2,,FALSE
5D7,7,simulation,31.8125,108.0625,25858,3,,FALSE
5D7,7,simulation,31.4375,107.5625,24869,4,,FALSE
5D7,7,simulation,31.0625,109.4375,28592,5,,FALSE
5D7,7,simulation,30.6875,108.0625,25867,6,,FALSE
5D7,7,simulation,31.6875,108.1875,26107,7,,FALSE
5D7,7,simulation,30.8125,108.5625,26858,8,,FALSE
5D7,7,simulation,30.0625,107.6875,25128,9,,FALSE
5D7,7,simulation,31.3125,109.3125,28342,10,,FALSE
5D7,8,simulation,29.8125,107.9375,25626,1,,FALSE
5D7,8,simulation,31.4375,108.9375,27597,2,,FALSE
5D7,8,simulation,31.4375,107.5625,24869,3,,FALSE
5D7,8,simulation,30.9375,108.8125,27353,4,,FALSE
5D7,8,simulation,30.6875,108.3125,26363,5,,FALSE
5D7,8,simulation,30.3125,108.4375,26614,6,,FALSE
5D7,8,simulation,31.3125,109.0625,27846,7,,FALSE
5D7,8,simulation,31.0625,108.3125,26360,8,,FALSE
5D7,8,simulation,30.5625,107.1875,24132,9,,FALSE
5D7,8,simulation,30.3125,109.3125,28350,10,,FALSE
5D7,9,simulation,30.8125,108.4375,26610,1,,FALSE
5D7,9,simulation,31.0625,108.6875,27104,2,,FALSE
5D7,9,simulation,30.6875,108.1875,26115,3,,FALSE
5D7,9,simulation,30.6875,108.4375,26611,4,,FALSE
5D7,9,simulation,30.8125,108.3125,26362,5,,FALSE
5D7,9,simulation,30.1875,107.6875,25127,6,,FALSE
5D7,9,simulation,30.9375,108.6875,27105,7,,FALSE
5D7,9,simulation,30.4375,108.1875,26117,8,,FALSE
5D7,9,simulation,30.9375,108.3125,26361,9,,FALSE
5D7,9,simulation,30.8125,108.1875,26114,10,,FALSE
5D7,10,simulation,29.6875,116.0625,41747,1,,FALSE
5D7,10,simulation,24.8125,112.0625,33850,2,,FALSE
5D7,10,simulation,27.4375,117.3125,44245,3,,FALSE
5D7,10,simulation,26.1875,114.0625,37807,4,,FALSE
5D7,10,simulation,29.5625,118.8125,47204,5,,FALSE
5D7,10,simulation,30.5625,115.5625,40748,6,,FALSE
5D7,10,simulation,25.6875,113.1875,36075,7,,FALSE
5D7,10,simulation,28.8125,114.1875,38034,8,,FALSE
5D7,10,simulation,28.6875,114.9375,39523,9,,FALSE
5D7,10,simulation,26.5625,116.3125,42268,10,,FALSE
5D7,11,simulation,,,,1,,FALSE
5D7,11,simulation,,,,2,,FALSE
5D7,11,simulation,,,,3,,FALSE
5D7,11,simulation,,,,4,,FALSE
5D7,11,simulation,,,,5,,FALSE
5D7,11,simulation,,,,6,,FALSE
5D7,11,simulation,,,,7,,FALSE
5D7,11,simulation,,,,8,,FALSE
5D7,11,simulation,,,,9,,FALSE
5D7,11,simulation,,,,10,,FALSE
5D7,12,simulation,,,,1,,FALSE
5D7,12,simulation,,,,2,,FALSE
5D7,12,simulation,,,,3,,FALSE
5D7,12,simulation,,,,4,,FALSE
5D7,12,simulation,,,,5,,FALSE
5D7,12,simulation,,,,6,,FALSE
5D7,12,simulation,,,,7,,FALSE
5D7,12,simulation,,,,8,,FALSE
5D7,12,simulation,,,,9,,FALSE
5D7,12,simulation,,,,10,,FALSE
5D7,13,simulation,,,,1,,FALSE
5D7,13,simulation,,,,2,,FALSE
5D7,13,simulation,,,,3,,FALSE
5D7,13,simulation,,,,4,,FALSE
5D7,13,simulation,,,,5,,FALSE
5D7,13,simulation,,,,6,,FALSE
5D7,13,simulation,,,,7,,FALSE
5D7,13,simulation,,,,8,,FALSE
5D7,13,simulation,,,,9,,FALSE
5D7,13,simulation,,,,10,,FALSE
5D7,14,simulation,15.8125,102.8125,15570,1,,FALSE
5D7,14,simulation,18.0625,100.6875,11336,2,,FALSE
5D7,14,simulation,16.9375,103.5625,17049,3,,FALSE
5D7,14,simulation,16.5625,102.9375,15812,4,,FALSE
5D7,14,simulation,15.9375,105.1875,20281,5,,FALSE
5D7,14,simulation,17.4375,102.8125,15557,6,,FALSE
5D7,14,simulation,15.8125,105.4375,20778,7,,FALSE
5D7,14,simulation,15.9375,102.4375,14825,8,,FALSE
5D7,14,simulation,16.1875,104.0625,18047,9,,FALSE
5D7,14,simulation,16.0625,102.3125,14576,10,,FALSE
5D7,15,simulation,20.6875,103.5625,17019,1,,FALSE
5D7,15,simulation,19.6875,103.5625,17027,2,,FALSE
5D7,15,simulation,19.9375,104.1875,18265,3,,FALSE
5D7,15,simulation,22.8125,104.8125,19482,4,,FALSE
5D7,15,simulation,19.9375,104.0625,18017,5,,FALSE
5D7,15,simulation,18.6875,101.1875,12323,6,,FALSE
5D7,15,simulation,20.8125,103.8125,17514,7,,FALSE
5D7,15,simulation,20.1875,103.8125,17519,8,,FALSE
5D7,15,simulation,18.9375,104.6875,19265,9,,FALSE
5D7,15,simulation,19.8125,104.4375,18762,10,,FALSE
5D7,16,simulation,22.5625,105.3125,20476,1,,FALSE
5D7,16,simulation,21.0625,106.5625,22968,2,,FALSE
5D7,16,simulation,22.4375,105.5625,20973,3,,FALSE
5D7,16,simulation,21.1875,105.9375,21727,4,,FALSE
5D7,16,simulation,21.6875,104.4375,18747,5,,FALSE
5D7,16,simulation,20.6875,105.3125,20491,6,,FALSE
5D7,16,simulation,22.5625,104.4375,18740,7,,FALSE
5D7,16,simulation,20.5625,105.6875,21236,8,,FALSE
5D7,16,simulation,21.6875,105.9375,21723,9,,FALSE
5D7,16,simulation,24.4375,108.9375,27653,10,,FALSE
5D7,17,simulation,22.4375,105.3125,20477,1,,FALSE
5D7,17,simulation,21.9375,106.5625,22961,2,,FALSE
5D7,17,simulation,22.9375,106.0625,21961,3,,FALSE
5D7,17,simulation,22.4375,104.8125,19485,4,,FALSE
5D7,17,simulation,21.9375,104.0625,18001,5,,FALSE
5D7,17,simulation,22.5625,104.8125,19484,6,,FALSE
5D7,17,simulation,23.0625,104.8125,19480,7,,FALSE
5D7,17,simulation,22.4375,105.5625,20973,8,,FALSE
5D7,17,simulation,22.5625,105.3125,20476,9,,FALSE
5D7,17,simulation,24.1875,107.1875,24183,10,,FALSE
5D7,18,simulation,25.4375,105.4375,20701,1,,FALSE
5D7,18,simulation,24.6875,106.3125,22443,2,,FALSE
5D7,18,simulation,25.3125,105.9375,21694,3,,FALSE
5D7,18,simulation,26.1875,107.0625,23919,4,,FALSE
5D7,18,simulation,24.4375,105.5625,20957,5,,FALSE
5D7,18,simulation,27.3125,106.5625,22918,6,,FALSE
5D7,18,simulation,25.6875,105.1875,20203,7,,FALSE
5D7,18,simulation,25.4375,106.8125,23429,8,,FALSE
5D7,18,simulation,24.8125,105.1875,20210,9,,FALSE
5D7,18,simulation,27.0625,106.6875,23168,10,,FALSE
5D7,19,simulation,30.4375,104.8125,19421,1,,FALSE
5D7,19,simulation,29.4375,104.9375,19677,2,,FALSE
5D7,19,simulation,31.3125,104.8125,19414,3,,FALSE
5D7,19,simulation,30.9375,105.3125,20409,4,,FALSE
5D7,19,simulation,30.0625,105.5625,20912,5,,FALSE
5D7,19,simulation,29.0625,104.5625,18936,6,,FALSE
5D7,19,simulation,31.3125,104.9375,19662,7,,FALSE
5D7,19,simulation,29.9375,104.5625,18929,8,,FALSE
5D7,19,simulation,30.5625,105.9375,21652,9,,FALSE
5D7,19,simulation,30.8125,106.0625,21898,10,,FALSE
5D7,20,simulation,30.9375,104.8125,19417,1,,FALSE
5D7,20,simulation,29.6875,105.0625,19923,2,,FALSE
5D7,20,simulation,30.9375,104.4375,18673,3,,FALSE
5D7,20,simulation,30.6875,104.6875,19171,4,,FALSE
5D7,20,simulation,30.6875,105.6875,21155,5,,FALSE
5D7,20,simulation,29.3125,104.4375,18686,6,,FALSE
5D7,20,simulation,30.8125,105.1875,20162,7,,FALSE
5D7,20,simulation,30.4375,104.4375,18677,8,,FALSE
5D7,20,simulation,30.8125,104.9375,19666,9,,FALSE
5D7,20,simulation,31.0625,104.9375,19664,10,,FALSE
5D7,21,simulation,32.6875,105.0625,19899,1,,FALSE
5D7,21,simulation,34.5625,106.9375,23604,2,,FALSE
5D7,21,simulation,32.4375,106.4375,22629,3,,FALSE
5D7,21,simulation,29.5625,102.5625,14964,4,,FALSE
5D7,21,simulation,33.1875,105.3125,20391,5,,FALSE
5D7,21,simulation,33.1875,106.5625,22871,6,,FALSE
5D7,21,simulation,32.9375,104.5625,18905,7,,FALSE
5D7,21,simulation,31.6875,108.1875,26107,8,,FALSE
5D7,21,simulation,29.4375,102.1875,14221,9,,FALSE
5D7,21,simulation,32.9375,108.0625,25849,10,,FALSE
5D7,22,simulation,35.4375,104.6875,19133,1,,FALSE
5D7,22,simulation,36.8125,105.0625,19866,2,,FALSE
5D7,22,simulation,35.3125,104.8125,19382,3,,FALSE
5D7,22,simulation,34.1875,105.0625,19887,4,,FALSE
5D7,22,simulation,35.6875,103.6875,17147,5,,FALSE
5D7,22,simulation,36.6875,104.1875,18131,6,,FALSE
5D7,22,simulation,35.4375,103.9375,17645,7,,FALSE
5D7,22,simulation,34.0625,106.8125,23360,8,,FALSE
5D7,22,simulation,34.6875,104.4375,18643,9,,FALSE
5D7,22,simulation,33.6875,105.3125,20387,10,,FALSE
5D7,23,simulation,36.0625,103.8125,17392,1,,FALSE
5D7,23,simulation,36.8125,104.4375,18626,2,,FALSE
5D7,23,simulation,36.8125,104.5625,18874,3,,FALSE
5D7,23,simulation,36.0625,103.8125,17392,4,,FALSE
5D7,23,simulation,36.4375,104.9375,19621,5,,FALSE
5D7,23,simulation,36.6875,104.5625,18875,6,,FALSE
5D7,23,simulation,36.8125,104.3125,18378,7,,FALSE
5D7,23,simulation,36.5625,104.8125,19372,8,,FALSE
5D7,23,simulation,36.4375,104.1875,18133,9,,FALSE
5D7,23,simulation,36.5625,104.8125,19372,10,,FALSE
5D7,24,simulation,37.04525798,101.722533,13168,1,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,2,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,3,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,4,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,5,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,6,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,7,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,8,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,9,,TRUE
5D7,24,simulation,37.04525798,101.722533,13168,10,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,1,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,2,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,3,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,4,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,5,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,6,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,7,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,8,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,9,,TRUE
5D8,1,simulation,37.00182899,101.751121,13416,10,,TRUE
5D8,2,simulation,33.6875,104.4375,18651,1,,FALSE
5D8,2,simulation,34.6875,105.8125,21371,2,,FALSE
5D8,2,simulation,34.6875,105.8125,21371,3,,FALSE
5D8,2,simulation,34.8125,105.6875,21122,4,,FALSE
5D8,2,simulation,34.6875,105.4375,20627,5,,FALSE
5D8,2,simulation,34.6875,105.4375,20627,6,,FALSE
5D8,2,simulation,34.6875,105.5625,20875,7,,FALSE
5D8,2,simulation,34.6875,105.8125,21371,8,,FALSE
5D8,2,simulation,34.8125,105.5625,20874,9,,FALSE
5D8,2,simulation,34.6875,105.4375,20627,10,,FALSE
5D8,3,simulation,33.6875,110.6875,31051,1,,FALSE
5D8,3,simulation,32.8125,108.5625,26842,2,,FALSE
5D8,3,simulation,33.3125,109.8125,29318,3,,FALSE
5D8,3,simulation,32.6875,109.3125,28331,4,,FALSE
5D8,3,simulation,32.6875,110.0625,29819,5,,FALSE
5D8,3,simulation,33.1875,109.9375,29567,6,,FALSE
5D8,3,simulation,32.8125,109.1875,28082,7,,FALSE
5D8,3,simulation,33.5625,109.3125,28324,8,,FALSE
5D8,3,simulation,32.6875,110.1875,30067,9,,FALSE
5D8,3,simulation,33.0625,110.6875,31056,10,,FALSE
5D8,4,simulation,32.5625,111.3125,32300,1,,FALSE
5D8,4,simulation,32.8125,109.5625,28826,2,,FALSE
5D8,4,simulation,32.9375,110.5625,30809,3,,FALSE
5D8,4,simulation,32.6875,110.3125,30315,4,,FALSE
5D8,4,simulation,32.6875,110.5625,30811,5,,FALSE
5D8,4,simulation,32.4375,111.3125,32301,6,,FALSE
5D8,4,simulation,33.0625,110.4375,30560,7,,FALSE
5D8,4,simulation,32.9375,109.5625,28825,8,,FALSE
5D8,4,simulation,32.5625,110.9375,31556,9,,FALSE
5D8,4,simulation,32.6875,111.0625,31803,10,,FALSE
5D8,5,simulation,28.3125,111.6875,33078,1,,FALSE
5D8,5,simulation,27.8125,112.5625,34818,2,,FALSE
5D8,5,simulation,28.8125,111.1875,32082,3,,FALSE
5D8,5,simulation,28.6875,110.4375,30595,4,,FALSE
5D8,5,simulation,28.6875,110.3125,30347,5,,FALSE
5D8,5,simulation,28.6875,112.4375,34563,6,,FALSE
5D8,5,simulation,29.1875,113.0625,35799,7,,FALSE
5D8,5,simulation,29.1875,110.5625,30839,8,,FALSE
5D8,5,simulation,31.3125,109.9375,29582,9,,FALSE
5D8,5,simulation,28.1875,113.0625,35807,10,,FALSE
5D8,6,simulation,,,,1,,FALSE
5D8,6,simulation,,,,2,,FALSE
5D8,6,simulation,,,,3,,FALSE
5D8,6,simulation,,,,4,,FALSE
5D8,6,simulation,,,,5,,FALSE
5D8,6,simulation,,,,6,,FALSE
5D8,6,simulation,,,,7,,FALSE
5D8,6,simulation,,,,8,,FALSE
5D8,6,simulation,,,,9,,FALSE
5D8,6,simulation,,,,10,,FALSE
5D8,7,simulation,,,,1,,FALSE
5D8,7,simulation,,,,2,,FALSE
5D8,7,simulation,,,,3,,FALSE
5D8,7,simulation,,,,4,,FALSE
5D8,7,simulation,,,,5,,FALSE
5D8,7,simulation,,,,6,,FALSE
5D8,7,simulation,,,,7,,FALSE
5D8,7,simulation,,,,8,,FALSE
5D8,7,simulation,,,,9,,FALSE
5D8,7,simulation,,,,10,,FALSE
5D8,8,simulation,,,,1,,FALSE
5D8,8,simulation,,,,2,,FALSE
5D8,8,simulation,,,,3,,FALSE
5D8,8,simulation,,,,4,,FALSE
5D8,8,simulation,,,,5,,FALSE
5D8,8,simulation,,,,6,,FALSE
5D8,8,simulation,,,,7,,FALSE
5D8,8,simulation,,,,8,,FALSE
5D8,8,simulation,,,,9,,FALSE
5D8,8,simulation,,,,10,,FALSE
5D8,9,simulation,,,,1,,FALSE
5D8,9,simulation,,,,2,,FALSE
5D8,9,simulation,,,,3,,FALSE
5D8,9,simulation,,,,4,,FALSE
5D8,9,simulation,,,,5,,FALSE
5D8,9,simulation,,,,6,,FALSE
5D8,9,simulation,,,,7,,FALSE
5D8,9,simulation,,,,8,,FALSE
5D8,9,simulation,,,,9,,FALSE
5D8,9,simulation,,,,10,,FALSE
5D8,10,simulation,,,,1,,FALSE
5D8,10,simulation,,,,2,,FALSE
5D8,10,simulation,,,,3,,FALSE
5D8,10,simulation,,,,4,,FALSE
5D8,10,simulation,,,,5,,FALSE
5D8,10,simulation,,,,6,,FALSE
5D8,10,simulation,,,,7,,FALSE
5D8,10,simulation,,,,8,,FALSE
5D8,10,simulation,,,,9,,FALSE
5D8,10,simulation,,,,10,,FALSE
5D8,11,simulation,,,,1,,FALSE
5D8,11,simulation,,,,2,,FALSE
5D8,11,simulation,,,,3,,FALSE
5D8,11,simulation,,,,4,,FALSE
5D8,11,simulation,,,,5,,FALSE
5D8,11,simulation,,,,6,,FALSE
5D8,11,simulation,,,,7,,FALSE
5D8,11,simulation,,,,8,,FALSE
5D8,11,simulation,,,,9,,FALSE
5D8,11,simulation,,,,10,,FALSE
5D8,12,simulation,13.8125,103.5625,17074,1,,FALSE
5D8,12,simulation,14.4375,100.4375,10869,2,,FALSE
5D8,12,simulation,13.9375,100.8125,11617,3,,FALSE
5D8,12,simulation,13.6875,103.3125,16579,4,,FALSE
5D8,12,simulation,14.8125,100.6875,11362,5,,FALSE
5D8,12,simulation,13.6875,101.3125,12611,6,,FALSE
5D8,12,simulation,14.0625,102.0625,14096,7,,FALSE
5D8,12,simulation,12.8125,104.8125,19562,8,,FALSE
5D8,12,simulation,14.0625,100.6875,11368,9,,FALSE
5D8,12,simulation,13.5625,100.3125,10628,10,,FALSE
5D8,13,simulation,17.0625,105.0625,20024,1,,FALSE
5D8,13,simulation,17.3125,104.8125,19526,2,,FALSE
5D8,13,simulation,18.3125,100.1875,10342,3,,FALSE
5D8,13,simulation,17.3125,102.3125,14566,4,,FALSE
5D8,13,simulation,17.0625,104.0625,18040,5,,FALSE
5D8,13,simulation,18.5625,102.3125,14556,6,,FALSE
5D8,13,simulation,18.0625,102.5625,15056,7,,FALSE
5D8,13,simulation,16.0625,102.0625,14080,8,,FALSE
5D8,13,simulation,18.5625,102.5625,15052,9,,FALSE
5D8,13,simulation,19.1875,104.4375,18767,10,,FALSE
5D8,14,simulation,20.6875,104.4375,18755,1,,FALSE
5D8,14,simulation,19.4375,104.6875,19261,2,,FALSE
5D8,14,simulation,19.9375,105.0625,20001,3,,FALSE
5D8,14,simulation,19.1875,104.5625,19015,4,,FALSE
5D8,14,simulation,20.5625,105.0625,19996,5,,FALSE
5D8,14,simulation,20.0625,105.1875,20248,6,,FALSE
5D8,14,simulation,20.5625,104.4375,18756,7,,FALSE
5D8,14,simulation,19.8125,105.0625,20002,8,,FALSE
5D8,14,simulation,18.4375,104.5625,19021,9,,FALSE
5D8,14,simulation,20.8125,104.4375,18754,10,,FALSE
5D8,15,simulation,22.8125,104.4375,18738,1,,FALSE
5D8,15,simulation,19.9375,104.4375,18761,2,,FALSE
5D8,15,simulation,21.9375,103.9375,17753,3,,FALSE
5D8,15,simulation,19.1875,103.4375,16783,4,,FALSE
5D8,15,simulation,21.4375,103.1875,16269,5,,FALSE
5D8,15,simulation,20.9375,103.8125,17513,6,,FALSE
5D8,15,simulation,22.1875,103.8125,17503,7,,FALSE
5D8,15,simulation,21.1875,103.9375,17759,8,,FALSE
5D8,15,simulation,18.5625,102.9375,15796,9,,FALSE
5D8,15,simulation,23.0625,104.1875,18240,10,,FALSE
5D8,16,simulation,25.9375,107.0625,23921,1,,FALSE
5D8,16,simulation,23.8125,105.9375,21706,2,,FALSE
5D8,16,simulation,26.1875,107.5625,24911,3,,FALSE
5D8,16,simulation,23.8125,105.6875,21210,4,,FALSE
5D8,16,simulation,25.3125,105.4375,20702,5,,FALSE
5D8,16,simulation,23.4375,105.3125,20469,6,,FALSE
5D8,16,simulation,26.6875,107.3125,24411,7,,FALSE
5D8,16,simulation,23.4375,105.0625,19973,8,,FALSE
5D8,16,simulation,23.5625,105.3125,20468,9,,FALSE
5D8,16,simulation,25.5625,105.4375,20700,10,,FALSE
5D8,17,simulation,26.1875,106.5625,22927,1,,FALSE
5D8,17,simulation,26.3125,105.1875,20198,2,,FALSE
5D8,17,simulation,27.3125,107.5625,24902,3,,FALSE
5D8,17,simulation,25.6875,105.1875,20203,4,,FALSE
5D8,17,simulation,25.6875,106.0625,21939,5,,FALSE
5D8,17,simulation,26.4375,105.9375,21685,6,,FALSE
5D8,17,simulation,26.4375,108.4375,26645,7,,FALSE
5D8,17,simulation,26.0625,105.5625,20944,8,,FALSE
5D8,17,simulation,25.9375,105.0625,19953,9,,FALSE
5D8,17,simulation,26.6875,106.0625,21931,10,,FALSE
5D8,18,simulation,30.1875,105.9375,21655,1,,FALSE
5D8,18,simulation,29.8125,105.5625,20914,2,,FALSE
5D8,18,simulation,29.4375,104.0625,17941,3,,FALSE
5D8,18,simulation,29.9375,105.5625,20913,4,,FALSE
5D8,18,simulation,29.5625,104.1875,18188,5,,FALSE
5D8,18,simulation,29.5625,104.6875,19180,6,,FALSE
5D8,18,simulation,30.1875,104.9375,19671,7,,FALSE
5D8,18,simulation,30.6875,104.9375,19667,8,,FALSE
5D8,18,simulation,28.8125,105.4375,20674,9,,FALSE
5D8,18,simulation,30.8125,104.6875,19170,10,,FALSE
5D8,19,simulation,30.9375,105.8125,21401,1,,FALSE
5D8,19,simulation,30.3125,106.0625,21902,2,,FALSE
5D8,19,simulation,30.6875,105.5625,20907,3,,FALSE
5D8,19,simulation,31.8125,106.1875,22138,4,,FALSE
5D8,19,simulation,30.4375,104.4375,18677,5,,FALSE
5D8,19,simulation,31.1875,105.1875,20159,6,,FALSE
5D8,19,simulation,30.5625,106.3125,22396,7,,FALSE
5D8,19,simulation,30.4375,104.8125,19421,8,,FALSE
5D8,19,simulation,29.4375,106.1875,22157,9,,FALSE
5D8,19,simulation,30.5625,105.3125,20412,10,,FALSE
5D8,20,simulation,34.0625,105.9375,21624,1,,FALSE
5D8,20,simulation,33.6875,105.6875,21131,2,,FALSE
5D8,20,simulation,34.4375,106.4375,22613,3,,FALSE
5D8,20,simulation,33.8125,106.8125,23362,4,,FALSE
5D8,20,simulation,33.5625,104.3125,18404,5,,FALSE
5D8,20,simulation,33.6875,106.1875,22123,6,,FALSE
5D8,20,simulation,34.0625,105.9375,21624,7,,FALSE
5D8,20,simulation,33.3125,104.6875,19150,8,,FALSE
5D8,20,simulation,34.5625,106.8125,23356,9,,FALSE
5D8,20,simulation,33.8125,107.3125,24354,10,,FALSE
5D8,21,simulation,34.4375,105.8125,21373,1,,FALSE
5D8,21,simulation,32.9375,105.1875,20145,2,,FALSE
