tag_id,stap_id,type,lat,lon,ind,j,interp,known
5CF,21,simulation,27.9,103.9,19531,10,,FALSE
5CF,22,simulation,23.699999999999996,103.9,19552,1,,FALSE
5CF,22,simulation,28.099999999999994,106.9,23205,2,,FALSE
5CF,22,simulation,23.099999999999994,105.9,22005,3,,FALSE
5CF,22,simulation,26.5,105.30000000000001,21253,4,,FALSE
5CF,22,simulation,24.299999999999997,104.9,20774,5,,FALSE
5CF,22,simulation,27.099999999999994,103.69999999999999,19290,6,,FALSE
5CF,22,simulation,24.099999999999994,101.69999999999999,16855,7,,FALSE
5CF,22,simulation,23.699999999999996,105.30000000000001,21267,8,,FALSE
5CF,22,simulation,25.9,99.1,13661,9,,FALSE
5CF,22,simulation,23.499999999999993,103.30000000000001,18818,10,,FALSE
5CF,23,simulation,23.299999999999997,102.5,17839,1,,FALSE
5CF,23,simulation,26.9,107.5,23946,2,,FALSE
5CF,23,simulation,22.299999999999997,105.1,21029,3,,FALSE
5CF,23,simulation,26.299999999999997,105.5,21499,4,,FALSE
5CF,23,simulation,24.9,106.5,22731,5,,FALSE
5CF,23,simulation,25.5,102.9,18318,6,,FALSE
5CF,23,simulation,25.5,101.69999999999999,16848,7,,FALSE
5CF,23,simulation,24.499999999999993,104.69999999999999,20528,8,,FALSE
5CF,23,simulation,25.299999999999997,99.1,13664,9,,FALSE
5CF,23,simulation,23.699999999999996,102.30000000000001,17592,10,,FALSE
5CF,24,simulation,,,,1,,FALSE
5CF,24,simulation,,,,2,,FALSE
5CF,24,simulation,,,,3,,FALSE
5CF,24,simulation,,,,4,,FALSE
5CF,24,simulation,,,,5,,FALSE
5CF,24,simulation,,,,6,,FALSE
5CF,24,simulation,,,,7,,FALSE
5CF,24,simulation,,,,8,,FALSE
5CF,24,simulation,,,,9,,FALSE
5CF,24,simulation,,,,10,,FALSE
5CF,25,simulation,,,,1,,FALSE
5CF,25,simulation,,,,2,,FALSE
5CF,25,simulation,,,,3,,FALSE
5CF,25,simulation,,,,4,,FALSE
5CF,25,simulation,,,,5,,FALSE
5CF,25,simulation,,,,6,,FALSE
5CF,25,simulation,,,,7,,FALSE
5CF,25,simulation,,,,8,,FALSE
5CF,25,simulation,,,,9,,FALSE
5CF,25,simulation,,,,10,,FALSE
5CF,26,simulation,19.9,103.69999999999999,19326,1,,FALSE
5CF,26,simulation,20.499999999999993,103.30000000000001,18833,2,,FALSE
5CF,26,simulation,20.299999999999997,101.5,16629,3,,FALSE
5CF,26,simulation,19.9,101.30000000000001,16386,4,,FALSE
5CF,26,simulation,20.699999999999996,101.1,16137,5,,FALSE
5CF,26,simulation,21.099999999999994,102.1,17360,6,,FALSE
5CF,26,simulation,21.299999999999997,100.5,15399,7,,FALSE
5CF,26,simulation,20.699999999999996,102.69999999999999,18097,8,,FALSE
5CF,26,simulation,20.099999999999994,101.9,17120,9,,FALSE
5CF,26,simulation,23.499999999999993,99.9,14653,10,,FALSE
5CF,27,simulation,22.9,107.30000000000001,23721,1,,FALSE
5CF,27,simulation,23.099999999999994,103.1,18575,2,,FALSE
5CF,27,simulation,22.9,106.1,22251,3,,FALSE
5CF,27,simulation,22.699999999999996,105.5,21517,4,,FALSE
5CF,27,simulation,22.299999999999997,105.30000000000001,21274,5,,FALSE
5CF,27,simulation,23.9,106.5,22736,6,,FALSE
5CF,27,simulation,24.099999999999994,105.69999999999999,21755,7,,FALSE
5CF,27,simulation,21.099999999999994,104.5,20300,8,,FALSE
5CF,27,simulation,22.699999999999996,104.30000000000001,20047,9,,FALSE
5CF,27,simulation,24.9,106.30000000000001,22486,10,,FALSE
5CF,28,simulation,27.299999999999997,111.69999999999999,29089,1,,FALSE
5CF,28,simulation,26.9,109.1,25906,2,,FALSE
5CF,28,simulation,28.299999999999997,108.30000000000001,24919,3,,FALSE
5CF,28,simulation,27.299999999999997,109.30000000000001,26149,4,,FALSE
5CF,28,simulation,28.299999999999997,109.1,25899,5,,FALSE
5CF,28,simulation,27.299999999999997,109.9,26884,6,,FALSE
5CF,28,simulation,27.299999999999997,109.69999999999999,26639,7,,FALSE
5CF,28,simulation,26.099999999999994,108.9,25665,8,,FALSE
5CF,28,simulation,25.9,108.5,25176,9,,FALSE
5CF,28,simulation,26.299999999999997,110.30000000000001,27379,10,,FALSE
5CF,29,simulation,27.299999999999997,110.30000000000001,27374,1,,FALSE
5CF,29,simulation,27.299999999999997,110.9,28109,2,,FALSE
5CF,29,simulation,29.299999999999997,108.1,24669,3,,FALSE
5CF,29,simulation,27.9,109.69999999999999,26636,4,,FALSE
5CF,29,simulation,29.5,108.30000000000001,24913,5,,FALSE
5CF,29,simulation,29.299999999999997,108.9,25649,6,,FALSE
5CF,29,simulation,27.299999999999997,110.9,28109,7,,FALSE
5CF,29,simulation,27.9,108.69999999999999,25411,8,,FALSE
5CF,29,simulation,27.299999999999997,108.9,25659,9,,FALSE
5CF,29,simulation,27.5,111.5,28843,10,,FALSE
5CF,30,simulation,27.699999999999996,110.1,27127,1,,FALSE
5CF,30,simulation,29.099999999999994,110.30000000000001,27365,2,,FALSE
5CF,30,simulation,31.299999999999997,109.69999999999999,26619,3,,FALSE
5CF,30,simulation,28.9,109.9,26876,4,,FALSE
5CF,30,simulation,28.5,110.30000000000001,27368,5,,FALSE
5CF,30,simulation,28.5,109.5,26388,6,,FALSE
5CF,30,simulation,28.5,109.9,26878,7,,FALSE
5CF,30,simulation,28.299999999999997,111.1,28349,8,,FALSE
5CF,30,simulation,28.9,110.1,27121,9,,FALSE
5CF,30,simulation,28.9,111.30000000000001,28591,10,,FALSE
5CF,31,simulation,29.9,110.30000000000001,27361,1,,FALSE
5CF,31,simulation,30.099999999999994,111.1,28340,2,,FALSE
5CF,31,simulation,30.5,109.9,26868,3,,FALSE
5CF,31,simulation,30.099999999999994,111.1,28340,4,,FALSE
5CF,31,simulation,29.5,110.69999999999999,27853,5,,FALSE
5CF,31,simulation,30.099999999999994,111.1,28340,6,,FALSE
5CF,31,simulation,29.699999999999996,111.1,28342,7,,FALSE
5CF,31,simulation,29.699999999999996,111.30000000000001,28587,8,,FALSE
5CF,31,simulation,30.099999999999994,110.69999999999999,27850,9,,FALSE
5CF,31,simulation,29.699999999999996,111.5,28832,10,,FALSE
5CF,32,simulation,31.499999999999996,112.9,30538,1,,FALSE
5CF,32,simulation,31.499999999999996,112.9,30538,2,,FALSE
5CF,32,simulation,31.9,113.69999999999999,31516,3,,FALSE
5CF,32,simulation,31.299999999999997,112.9,30539,4,,FALSE
5CF,32,simulation,31.299999999999997,112.9,30539,5,,FALSE
5CF,32,simulation,31.499999999999996,112.9,30538,6,,FALSE
5CF,32,simulation,31.299999999999997,112.9,30539,7,,FALSE
5CF,32,simulation,31.499999999999996,112.9,30538,8,,FALSE
5CF,32,simulation,31.9,113.69999999999999,31516,9,,FALSE
5CF,32,simulation,31.299999999999997,112.9,30539,10,,FALSE
5CF,33,simulation,35.3,109.69999999999999,26599,1,,FALSE
5CF,33,simulation,35.49999999999999,110.5,27578,2,,FALSE
5CF,33,simulation,35.49999999999999,111.1,28313,3,,FALSE
5CF,33,simulation,35.49999999999999,111.30000000000001,28558,4,,FALSE
5CF,33,simulation,35.9,111.5,28801,5,,FALSE
5CF,33,simulation,35.699999999999996,109.5,26352,6,,FALSE
5CF,33,simulation,35.49999999999999,111.30000000000001,28558,7,,FALSE
5CF,33,simulation,36.3,111.5,28799,8,,FALSE
5CF,33,simulation,36.1,110.30000000000001,27330,9,,FALSE
5CF,33,simulation,35.9,110.9,28066,10,,FALSE
5CF,34,simulation,37.1,110.69999999999999,27815,1,,FALSE
5CF,34,simulation,36.9,110.5,27571,2,,FALSE
5CF,34,simulation,36.49999999999999,110.5,27573,3,,FALSE
5CF,34,simulation,37.1,110.5,27570,4,,FALSE
5CF,34,simulation,37.49999999999999,110.9,28058,5,,FALSE
5CF,34,simulation,37.1,110.5,27570,6,,FALSE
5CF,34,simulation,37.1,110.5,27570,7,,FALSE
5CF,34,simulation,36.699999999999996,110.5,27572,8,,FALSE
5CF,34,simulation,37.1,110.5,27570,9,,FALSE
5CF,34,simulation,37.1,110.5,27570,10,,FALSE
5CF,35,simulation,39.1,111.30000000000001,28540,1,,FALSE
5CF,35,simulation,38.9,110.9,28051,2,,FALSE
5CF,35,simulation,37.699999999999996,110.9,28057,3,,FALSE
5CF,35,simulation,37.1,112.5,30020,4,,FALSE
5CF,35,simulation,39.9,110.9,28046,5,,FALSE
5CF,35,simulation,36.1,111.30000000000001,28555,6,,FALSE
5CF,35,simulation,38.3,109.9,26829,7,,FALSE
5CF,35,simulation,37.9,110.1,27076,8,,FALSE
5CF,35,simulation,36.3,112.30000000000001,29779,9,,FALSE
5CF,35,simulation,39.699999999999996,111.30000000000001,28537,10,,FALSE
5CF,36,simulation,40.1,113.9,31720,1,,FALSE
5CF,36,simulation,39.9,113.69999999999999,31476,2,,FALSE
5CF,36,simulation,40.1,111.69999999999999,29025,3,,FALSE
5CF,36,simulation,39.49999999999999,112.69999999999999,30253,4,,FALSE
5CF,36,simulation,40.3,111.9,29269,5,,FALSE
5CF,36,simulation,35.9,112.1,29536,6,,FALSE
5CF,36,simulation,39.699999999999996,111.30000000000001,28537,7,,FALSE
5CF,36,simulation,39.49999999999999,112.1,29518,8,,FALSE
5CF,36,simulation,37.3,113.1,30754,9,,FALSE
5CF,36,simulation,39.699999999999996,110.1,27067,10,,FALSE
5CF,37,simulation,43.1,111.1,28275,1,,FALSE
5CF,37,simulation,40.49999999999999,111.5,28778,2,,FALSE
5CF,37,simulation,42.49999999999999,111.30000000000001,28523,3,,FALSE
5CF,37,simulation,42.49999999999999,108.5,25093,4,,FALSE
5CF,37,simulation,42.1,106.1,22155,5,,FALSE
5CF,37,simulation,40.3,107.69999999999999,24124,6,,FALSE
5CF,37,simulation,42.1,104.5,20195,7,,FALSE
5CF,37,simulation,42.699999999999996,112.1,29502,8,,FALSE
5CF,37,simulation,42.1,107.30000000000001,23625,9,,FALSE
5CF,37,simulation,42.1,105.1,20930,10,,FALSE
5CF,38,simulation,46.9,108.5,25071,1,,FALSE
5CF,38,simulation,46.1,106.1,22135,2,,FALSE
5CF,38,simulation,46.49999999999999,108.69999999999999,25318,3,,FALSE
5CF,38,simulation,45.699999999999996,106.69999999999999,22872,4,,FALSE
5CF,38,simulation,45.1,105.5,21405,5,,FALSE
5CF,38,simulation,44.1,106.1,22145,6,,FALSE
5CF,38,simulation,43.9,106.5,22636,7,,FALSE
5CF,38,simulation,47.3,104.69999999999999,20414,8,,FALSE
5CF,38,simulation,45.3,104.1,19689,9,,FALSE
5CF,38,simulation,43.3,105.30000000000001,21169,10,,FALSE
5CF,39,simulation,48.9,107.69999999999999,24081,1,,FALSE
5CF,39,simulation,48.1,102.5,17715,2,,FALSE
5CF,39,simulation,49.3,109.1,25794,3,,FALSE
5CF,39,simulation,50.1,103.69999999999999,19175,4,,FALSE
5CF,39,simulation,49.1,102.69999999999999,17955,5,,FALSE
5CF,39,simulation,47.699999999999996,102.69999999999999,17962,6,,FALSE
5CF,39,simulation,47.9,102.69999999999999,17961,7,,FALSE
5CF,39,simulation,48.699999999999996,106.1,22122,8,,FALSE
5CF,39,simulation,48.1,103.69999999999999,19185,9,,FALSE
5CF,39,simulation,47.3,103.1,18454,10,,FALSE
5CF,40,simulation,51.1,102.1,17210,1,,FALSE
5CF,40,simulation,50.699999999999996,100.30000000000001,15007,2,,FALSE
5CF,40,simulation,50.699999999999996,102.30000000000001,17457,3,,FALSE
5CF,40,simulation,51.1,100.9,15740,4,,FALSE
5CF,40,simulation,52.3,100.9,15734,5,,FALSE
5CF,40,simulation,51.5,102.1,17208,6,,FALSE
5CF,40,simulation,51.3,100.5,15249,7,,FALSE
5CF,40,simulation,52.1,101.9,16960,8,,FALSE
5CF,40,simulation,51.5,100.30000000000001,15003,9,,FALSE
5CF,40,simulation,51.5,99.69999999999999,14268,10,,FALSE
5CF,41,simulation,53.9,101.9,16951,1,,FALSE
5CF,41,simulation,54.5,99.30000000000001,13763,2,,FALSE
5CF,41,simulation,54.1,102.1,17195,3,,FALSE
5CF,41,simulation,53.3,102.5,17689,4,,FALSE
5CF,41,simulation,54.3,94.1,7394,5,,FALSE
5CF,41,simulation,53.699999999999996,101.5,16462,6,,FALSE
5CF,41,simulation,53.1,102.9,18180,7,,FALSE
5CF,41,simulation,54.1,103.5,18910,8,,FALSE
5CF,41,simulation,54.3,100.9,15724,9,,FALSE
5CF,41,simulation,54.1,100.69999999999999,15480,10,,FALSE
5CF,42,simulation,54.9,100.30000000000001,14986,1,,FALSE
5CF,42,simulation,55.5,97.1,11063,2,,FALSE
5CF,42,simulation,55.1,98.9,13270,3,,FALSE
5CF,42,simulation,55.1,101.9,16945,4,,FALSE
5CF,42,simulation,55.1,96.5,10330,5,,FALSE
5CF,42,simulation,54.9,98.30000000000001,12536,6,,FALSE
5CF,42,simulation,54.9,99.69999999999999,14251,7,,FALSE
5CF,42,simulation,55.699999999999996,100.30000000000001,14982,8,,FALSE
5CF,42,simulation,55.3,99.69999999999999,14249,9,,FALSE
5CF,42,simulation,54.699999999999996,99.30000000000001,13762,10,,FALSE
5CF,43,simulation,56.1,95.5,9100,1,,FALSE
5CF,43,simulation,57.3,96.5,10319,2,,FALSE
5CF,43,simulation,56.5,98.9,13263,3,,FALSE
5CF,43,simulation,56.3,99.30000000000001,13754,4,,FALSE
5CF,43,simulation,57.3,95.69999999999999,9339,5,,FALSE
5CF,43,simulation,56.9,99.1,13506,6,,FALSE
5CF,43,simulation,56.1,95.9,9590,7,,FALSE
5CF,43,simulation,57.1,96.5,10320,8,,FALSE
5CF,43,simulation,56.1,95.5,9100,9,,FALSE
5CF,43,simulation,57.3,97.9,12034,10,,FALSE
5CF,44,simulation,58.9,95.1,8596,1,,FALSE
5CF,44,simulation,56.699999999999996,94.9,8362,2,,FALSE
5CF,44,simulation,57.3,95.5,9094,3,,FALSE
5CF,44,simulation,58.5,95.1,8598,4,,FALSE
5CF,44,simulation,58.1,93.69999999999999,6885,5,,FALSE
5CF,44,simulation,58.9,96.30000000000001,10066,6,,FALSE
5CF,44,simulation,57.699999999999996,95.1,8602,7,,FALSE
5CF,44,simulation,58.699999999999996,95.5,9087,8,,FALSE
5CF,44,simulation,56.1,94.1,7385,9,,FALSE
5CF,44,simulation,58.699999999999996,94.9,8352,10,,FALSE
5CF,45,simulation,58.699999999999996,93.1,6147,1,,FALSE
5CF,45,simulation,57.5,94.5,7868,2,,FALSE
5CF,45,simulation,57.1,93.1,6155,3,,FALSE
5CF,45,simulation,59.3,93.30000000000001,6389,4,,FALSE
5CF,45,simulation,58.9,93.9,7126,5,,FALSE
5CF,45,simulation,60.1,92.30000000000001,5160,6,,FALSE
5CF,45,simulation,59.5,92.5,5408,7,,FALSE
5CF,45,simulation,58.5,93.9,7128,8,,FALSE
5CF,45,simulation,55.699999999999996,89.30000000000001,1507,9,,FALSE
5CF,45,simulation,59.1,92.9,5900,10,,FALSE
5CF,46,simulation,60.9,92.1,4911,1,,FALSE
5CF,46,simulation,60.5,91.1,3688,2,,FALSE
5CF,46,simulation,60.3,90.5,2954,3,,FALSE
5CF,46,simulation,60.9,89.9,2216,4,,FALSE
5CF,46,simulation,60.699999999999996,90.1,2462,5,,FALSE
5CF,46,simulation,60.1,91.69999999999999,4425,6,,FALSE
5CF,46,simulation,60.5,90.30000000000001,2708,7,,FALSE
5CF,46,simulation,59.9,90.9,3446,8,,FALSE
5CF,46,simulation,59.5,90.69999999999999,3203,9,,FALSE
5CF,46,simulation,59.9,91.5,4181,10,,FALSE
5CF,47,simulation,62.5,90.30000000000001,2698,1,,FALSE
5CF,47,simulation,61.9,89.69999999999999,1966,2,,FALSE
5CF,47,simulation,61.5,88.69999999999999,743,3,,FALSE
5CF,47,simulation,62.5,90.5,2943,4,,FALSE
5CF,47,simulation,61.3,90.30000000000001,2704,5,,FALSE
5CF,47,simulation,61.9,90.1,2456,6,,FALSE
5CF,47,simulation,61.3,88.1,9,7,,FALSE
5CF,47,simulation,61.5,89.1,1233,8,,FALSE
5CF,47,simulation,61.5,88.1,8,9,,FALSE
5CF,47,simulation,61.9,89.9,2211,10,,FALSE
5CF,48,simulation,62.28616,88.97598,984,1,,TRUE
5CF,48,simulation,62.28616,88.97598,984,2,,TRUE
5CF,48,simulation,62.28616,88.97598,984,3,,TRUE
5CF,48,simulation,62.28616,88.97598,984,4,,TRUE
5CF,48,simulation,62.28616,88.97598,984,5,,TRUE
5CF,48,simulation,62.28616,88.97598,984,6,,TRUE
5CF,48,simulation,62.28616,88.97598,984,7,,TRUE
5CF,48,simulation,62.28616,88.97598,984,8,,TRUE
5CF,48,simulation,62.28616,88.97598,984,9,,TRUE
5CF,48,simulation,62.28616,88.97598,984,10,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,1,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,2,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,3,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,4,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,5,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,6,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,7,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,8,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,9,,TRUE
5D6,1,simulation,37.04525798,101.722533,13168,10,,TRUE
5D6,2,simulation,35.8125,105.0625,19874,1,,FALSE
5D6,2,simulation,36.0625,104.9375,19624,2,,FALSE
5D6,2,simulation,36.3125,104.6875,19126,3,,FALSE
5D6,2,simulation,36.0625,105.0625,19872,4,,FALSE
5D6,2,simulation,36.1875,104.9375,19623,5,,FALSE
5D6,2,simulation,36.4375,104.9375,19621,6,,FALSE
5D6,2,simulation,36.0625,105.0625,19872,7,,FALSE
5D6,2,simulation,36.1875,105.0625,19871,8,,FALSE
5D6,2,simulation,35.8125,105.0625,19874,9,,FALSE
5D6,2,simulation,35.8125,104.9375,19626,10,,FALSE
5D6,3,simulation,34.9375,109.3125,28313,1,,FALSE
5D6,3,simulation,34.0625,108.4375,26584,2,,FALSE
5D6,3,simulation,34.5625,108.8125,27324,3,,FALSE
5D6,3,simulation,34.6875,108.9375,27571,4,,FALSE
5D6,3,simulation,34.4375,108.9375,27573,5,,FALSE
5D6,3,simulation,34.8125,109.6875,29058,6,,FALSE
5D6,3,simulation,34.0625,109.4375,28568,7,,FALSE
5D6,3,simulation,34.0625,109.3125,28320,8,,FALSE
5D6,3,simulation,34.5625,108.4375,26580,9,,FALSE
5D6,3,simulation,34.5625,109.4375,28564,10,,FALSE
5D6,4,simulation,31.5625,111.1875,32060,1,,FALSE
5D6,4,simulation,30.1875,107.6875,25127,2,,FALSE
5D6,4,simulation,32.6875,111.1875,32051,3,,FALSE
5D6,4,simulation,32.3125,111.3125,32302,4,,FALSE
5D6,4,simulation,30.9375,110.9375,31569,5,,FALSE
5D6,4,simulation,31.8125,111.9375,33546,6,,FALSE
5D6,4,simulation,33.0625,112.1875,34032,7,,FALSE
5D6,4,simulation,31.0625,111.0625,31816,8,,FALSE
5D6,4,simulation,32.3125,110.4375,30566,9,,FALSE
5D6,4,simulation,33.1875,111.0625,31799,10,,FALSE
5D6,5,simulation,31.0625,111.5625,32808,1,,FALSE
5D6,5,simulation,30.9375,110.5625,30825,2,,FALSE
5D6,5,simulation,32.0625,109.6875,29080,3,,FALSE
5D6,5,simulation,31.6875,114.0625,37763,4,,FALSE
5D6,5,simulation,28.5625,110.0625,29852,5,,FALSE
5D6,5,simulation,31.5625,110.9375,31564,6,,FALSE
5D6,5,simulation,32.1875,113.0625,35775,7,,FALSE
5D6,5,simulation,30.6875,110.0625,29835,8,,FALSE
5D6,5,simulation,30.9375,111.1875,32065,9,,FALSE
5D6,5,simulation,31.9375,111.0625,31809,10,,FALSE
5D6,6,simulation,31.4375,112.4375,34541,1,,FALSE
5D6,6,simulation,30.8125,111.3125,32314,2,,FALSE
5D6,6,simulation,30.9375,109.9375,29585,3,,FALSE
5D6,6,simulation,31.1875,114.4375,38511,4,,FALSE
5D6,6,simulation,30.1875,111.0625,31823,5,,FALSE
5D6,6,simulation,30.6875,111.4375,32563,6,,FALSE
5D6,6,simulation,31.3125,112.6875,35038,7,,FALSE
5D6,6,simulation,30.9375,109.9375,29585,8,,FALSE
5D6,6,simulation,30.0625,111.5625,32816,9,,FALSE
5D6,6,simulation,30.6875,111.5625,32811,10,,FALSE
5D6,7,simulation,30.0625,111.6875,33064,1,,FALSE
5D6,7,simulation,29.1875,111.6875,33071,2,,FALSE
5D6,7,simulation,30.3125,111.1875,32070,3,,FALSE
5D6,7,simulation,31.8125,113.6875,37018,4,,FALSE
5D6,7,simulation,30.6875,111.0625,31819,5,,FALSE
5D6,7,simulation,30.6875,111.4375,32563,6,,FALSE
5D6,7,simulation,30.4375,113.9375,37525,7,,FALSE
5D6,7,simulation,30.4375,111.4375,32565,8,,FALSE
5D6,7,simulation,30.4375,114.0625,37773,9,,FALSE
5D6,7,simulation,30.5625,111.8125,33308,10,,FALSE
5D6,8,simulation,26.6875,111.4375,32595,1,,FALSE
5D6,8,simulation,23.0625,110.5625,30888,2,,FALSE
5D6,8,simulation,27.4375,109.8125,29365,3,,FALSE
5D6,8,simulation,23.6875,110.1875,30139,4,,FALSE
5D6,8,simulation,23.6875,108.8125,27411,5,,FALSE
5D6,8,simulation,22.1875,107.4375,24695,6,,FALSE
5D6,8,simulation,24.8125,111.1875,32114,7,,FALSE
5D6,8,simulation,25.1875,108.4375,26655,8,,FALSE
5D6,8,simulation,25.3125,108.1875,26158,9,,FALSE
5D6,8,simulation,23.8125,108.1875,26170,10,,FALSE
5D6,9,simulation,21.3125,103.8125,17510,1,,FALSE
5D6,9,simulation,19.1875,109.8125,29431,2,,FALSE
5D6,9,simulation,20.5625,104.1875,18260,3,,FALSE
5D6,9,simulation,21.6875,107.1875,24203,4,,FALSE
5D6,9,simulation,20.6875,103.4375,16771,5,,FALSE
5D6,9,simulation,21.9375,103.3125,16513,6,,FALSE
5D6,9,simulation,19.6875,103.6875,17275,7,,FALSE
5D6,9,simulation,22.6875,104.5625,18987,8,,FALSE
5D6,9,simulation,20.0625,103.8125,17520,9,,FALSE
5D6,9,simulation,18.5625,104.9375,19764,10,,FALSE
5D6,10,simulation,,,,1,,FALSE
5D6,10,simulation,,,,2,,FALSE
5D6,10,simulation,,,,3,,FALSE
5D6,10,simulation,,,,4,,FALSE
5D6,10,simulation,,,,5,,FALSE
5D6,10,simulation,,,,6,,FALSE
5D6,10,simulation,,,,7,,FALSE
5D6,10,simulation,,,,8,,FALSE
5D6,10,simulation,,,,9,,FALSE
5D6,10,simulation,,,,10,,FALSE
5D6,11,simulation,,,,1,,FALSE
5D6,11,simulation,,,,2,,FALSE
5D6,11,simulation,,,,3,,FALSE
5D6,11,simulation,,,,4,,FALSE
5D6,11,simulation,,,,5,,FALSE
5D6,11,simulation,,,,6,,FALSE
5D6,11,simulation,,,,7,,FALSE
5D6,11,simulation,,,,8,,FALSE
5D6,11,simulation,,,,9,,FALSE
5D6,11,simulation,,,,10,,FALSE
5D6,12,simulation,15.8125,99.9375,9866,1,,FALSE
5D6,12,simulation,15.9375,100.5625,11105,2,,FALSE
5D6,12,simulation,16.0625,100.3125,10608,3,,FALSE
5D6,12,simulation,16.9375,100.3125,10601,4,,FALSE
5D6,12,simulation,16.1875,100.3125,10607,5,,FALSE
5D6,12,simulation,15.4375,100.1875,10365,6,,FALSE
5D6,12,simulation,15.8125,100.3125,10610,7,,FALSE
5D6,12,simulation,16.9375,100.4375,10849,8,,FALSE
5D6,12,simulation,15.9375,100.5625,11105,9,,FALSE
5D6,12,simulation,16.4375,100.6875,11349,10,,FALSE
5D6,13,simulation,19.8125,98.8125,7602,1,,FALSE
5D6,13,simulation,20.1875,102.8125,15535,2,,FALSE
5D6,13,simulation,19.9375,100.9375,11817,3,,FALSE
5D6,13,simulation,19.1875,101.4375,12815,4,,FALSE
5D6,13,simulation,19.4375,99.8125,9589,5,,FALSE
5D6,13,simulation,20.8125,99.8125,9578,6,,FALSE
5D6,13,simulation,19.4375,101.8125,13557,7,,FALSE
5D6,13,simulation,21.1875,102.0625,14039,8,,FALSE
5D6,13,simulation,19.8125,100.5625,11074,9,,FALSE
5D6,13,simulation,21.5625,100.1875,10316,10,,FALSE
5D6,14,simulation,22.3125,100.4375,10806,1,,FALSE
5D6,14,simulation,20.4375,104.0625,18013,2,,FALSE
5D6,14,simulation,22.0625,103.1875,16264,3,,FALSE
5D6,14,simulation,22.6875,104.3125,18491,4,,FALSE
5D6,14,simulation,21.4375,99.6875,9325,5,,FALSE
5D6,14,simulation,22.3125,103.3125,16510,6,,FALSE
5D6,14,simulation,22.6875,101.3125,12539,7,,FALSE
5D6,14,simulation,20.9375,104.6875,19249,8,,FALSE
5D6,14,simulation,21.3125,103.5625,17014,9,,FALSE
5D6,14,simulation,24.4375,101.4375,12773,10,,FALSE
5D6,15,simulation,22.9375,101.3125,12537,1,,FALSE
5D6,15,simulation,21.3125,103.8125,17510,2,,FALSE
5D6,15,simulation,21.9375,104.1875,18249,3,,FALSE
5D6,15,simulation,22.8125,105.3125,20474,4,,FALSE
5D6,15,simulation,21.6875,101.3125,12547,5,,FALSE
5D6,15,simulation,21.8125,102.9375,15770,6,,FALSE
5D6,15,simulation,23.3125,101.5625,13030,7,,FALSE
5D6,15,simulation,22.6875,104.4375,18739,8,,FALSE
5D6,15,simulation,21.3125,101.9375,13790,9,,FALSE
5D6,15,simulation,24.1875,99.8125,9551,10,,FALSE
5D6,16,simulation,25.9375,106.5625,22929,1,,FALSE
5D6,16,simulation,26.5625,107.4375,24660,2,,FALSE
5D6,16,simulation,24.8125,104.3125,18474,3,,FALSE
5D6,16,simulation,26.3125,106.9375,23670,4,,FALSE
5D6,16,simulation,25.9375,104.6875,19209,5,,FALSE
5D6,16,simulation,25.5625,105.0625,19956,6,,FALSE
5D6,16,simulation,27.1875,103.4375,16719,7,,FALSE
5D6,16,simulation,26.4375,106.3125,22429,8,,FALSE
5D6,16,simulation,26.9375,105.4375,20689,9,,FALSE
5D6,16,simulation,26.9375,105.4375,20689,10,,FALSE
5D6,17,simulation,28.9375,105.5625,20921,1,,FALSE
5D6,17,simulation,29.5625,106.0625,21908,2,,FALSE
5D6,17,simulation,29.0625,105.8125,21416,3,,FALSE
5D6,17,simulation,29.4375,105.5625,20917,4,,FALSE
5D6,17,simulation,29.3125,105.9375,21662,5,,FALSE
5D6,17,simulation,28.9375,105.1875,20177,6,,FALSE
5D6,17,simulation,29.1875,105.4375,20671,7,,FALSE
5D6,17,simulation,29.9375,105.8125,21409,8,,FALSE
5D6,17,simulation,29.5625,105.5625,20916,9,,FALSE
5D6,17,simulation,29.3125,105.3125,20422,10,,FALSE
5D6,18,simulation,28.8125,104.6875,19186,1,,FALSE
5D6,18,simulation,29.0625,105.6875,21168,2,,FALSE
5D6,18,simulation,29.5625,105.9375,21660,3,,FALSE
5D6,18,simulation,29.1875,106.1875,22159,4,,FALSE
5D6,18,simulation,29.5625,105.6875,21164,5,,FALSE
5D6,18,simulation,29.0625,105.9375,21664,6,,FALSE
5D6,18,simulation,29.5625,105.5625,20916,7,,FALSE
5D6,18,simulation,29.8125,105.8125,21410,8,,FALSE
5D6,18,simulation,29.5625,106.1875,22156,9,,FALSE
5D6,18,simulation,30.1875,105.9375,21655,10,,FALSE
5D6,19,simulation,30.3125,103.0625,15950,1,,FALSE
5D6,19,simulation,32.8125,106.0625,21882,2,,FALSE
5D6,19,simulation,32.1875,108.5625,26847,3,,FALSE
5D6,19,simulation,32.8125,106.8125,23370,4,,FALSE
